% emm
@RELATION emm

@ATTRIBUTE bootstrap {False, True}
@ATTRIBUTE criterion {entropy, gini}
@ATTRIBUTE max_features NUMERIC
@ATTRIBUTE min_samples_leaf NUMERIC
@ATTRIBUTE min_samples_split NUMERIC
@ATTRIBUTE strategy {mean}
@ATTRIBUTE y NUMERIC
@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC

@DATA
True,entropy,0.21143740391271226,17,11,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.4663421108631375,9,8,mean,0.962804,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.13646283014414506,12,14,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.012178780072376383,8,5,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.4662314139270578,11,5,mean,0.964235,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.5141616092704171,8,15,mean,0.955651,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.08222571736113793,1,15,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.41391550603436067,10,20,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.041159582038499565,19,18,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.7213625533575392,8,8,mean,0.95279,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.3581179150863053,4,17,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.6720185763977168,4,12,mean,0.948498,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.6796493114856542,13,9,mean,0.951359,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.5609253216650115,16,15,mean,0.958512,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.14341037308931237,8,20,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.5085007892893103,8,3,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.017492800192041025,1,9,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.8456336779510261,2,5,mean,0.941345,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.703295924944879,6,19,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.7286108597853029,6,17,mean,0.951359,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.33463556463243294,1,10,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.6589761432746107,11,20,mean,0.958512,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.6733877037246261,18,12,mean,0.948498,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.6255933546889487,1,13,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.07774999476670796,7,13,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.06724630166267787,10,11,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.5003773878250358,13,8,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.0409368447168037,4,16,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.15887937768459637,4,8,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.4651035870035679,14,9,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.08655693581241952,14,15,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.3185305062521535,19,9,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.36463227943859844,17,5,mean,0.962804,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.3529644360196831,20,11,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.03384038502489861,7,18,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.17271395471943496,16,8,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.06935285266320013,11,4,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.6926258617614577,8,12,mean,0.95279,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.603106109186574,14,20,mean,0.95279,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.5594958707460642,19,14,mean,0.957082,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.18233689850442103,2,13,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.1990777018690172,8,13,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.6744224999145696,4,6,mean,0.959943,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.55145559866808,18,13,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.02549812999240242,16,10,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.8975474578588954,9,14,mean,0.957082,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.3323401655589936,19,10,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.1272819823525989,11,12,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.1026140874451732,12,17,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.5749694715317037,20,15,mean,0.955651,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.563765072216056,12,7,mean,0.957082,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.06754589829654156,10,19,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.30443877248692675,7,18,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.40525736358895814,15,20,mean,0.964235,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.8765309559556544,7,16,mean,0.951359,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.9314399127573798,20,14,mean,0.945637,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.4499564328023413,8,4,mean,0.962804,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.7000090282490397,14,5,mean,0.951359,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.3793724196072351,8,11,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.818517847772066,4,17,mean,0.95422,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.15316080553439892,10,13,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.6816772153532776,17,9,mean,0.955651,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.09671364737445998,7,11,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.33902986684198544,3,14,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.4244886084295816,11,10,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.09572958591461034,19,12,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.8760185791539055,13,12,mean,0.949928,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.14993398565645122,12,8,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.7409975673688161,12,20,mean,0.949928,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.5764802277166372,5,20,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.26596258447949495,12,18,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.45556263775391626,9,7,mean,0.962804,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.34209486990026017,20,8,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.7377391709279334,13,3,mean,0.95422,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.8889865605569701,9,15,mean,0.957082,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.4061521156758615,11,14,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.12499501609015495,14,16,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.8807806714614138,16,11,mean,0.949928,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.0866153672031269,6,6,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.46905550630246196,18,7,mean,0.959943,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.36821400827345596,17,2,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.455748717318757,19,7,mean,0.957082,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.8346280992758841,15,18,mean,0.948498,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.6364023123688819,13,2,mean,0.955651,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.10148959515601785,3,5,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.6065395892189548,4,8,mean,0.964235,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.4071382468432885,10,10,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.6635104607881548,16,13,mean,0.95279,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.17633356400321876,20,18,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.12428754379364992,12,11,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.7878817311107316,8,13,mean,0.958512,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.5148339735099008,10,3,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.17479969497543535,13,6,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.11409590041839834,9,17,mean,0.974249,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.1841133241996734,11,18,mean,0.971388,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.30089013198659387,19,8,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.49956868999779414,11,8,mean,0.95422,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.3250335891436157,7,15,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.035882804799251655,19,18,mean,0.968526,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.06111428682697717,17,17,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.4598326698500166,6,9,mean,0.959943,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.2016320716250043,7,14,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.32279454606247404,14,11,mean,0.965665,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.28388771436716365,13,19,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.850936050984966,10,10,mean,0.958512,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.005965467047569395,15,7,mean,0.967096,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,gini,0.7493083023549424,5,4,mean,0.961373,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,entropy,0.4956236572663504,6,13,mean,0.959943,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.8174355512907705,1,12,mean,0.942775,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
True,gini,0.6620134393776331,6,9,mean,0.962804,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.19020202315987422,17,8,mean,0.969957,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.13728248146122612,1,2,mean,0.972818,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
False,entropy,0.7410376405388523,4,15,mean,0.948498,15,0.01430615164520744,0.6552217453505007,458.0,241.0,1.0,2.0,10.0,699.0,16.0,16.0,9.0,1.0,0.1,0.022889842632331903,0.0022889842632331904,0.9,0.1
