% emm
@RELATION emm

@ATTRIBUTE bootstrap {False, True}
@ATTRIBUTE criterion {entropy, gini}
@ATTRIBUTE max_features NUMERIC
@ATTRIBUTE min_samples_leaf NUMERIC
@ATTRIBUTE min_samples_split NUMERIC
@ATTRIBUTE strategy {mean}
@ATTRIBUTE y NUMERIC
@ATTRIBUTE task_id NUMERIC
@ATTRIBUTE Dimensionality NUMERIC
@ATTRIBUTE MajorityClassPercentage NUMERIC
@ATTRIBUTE MajorityClassSize NUMERIC
@ATTRIBUTE MinorityClassSize NUMERIC
@ATTRIBUTE NumberOfBinaryFeatures NUMERIC
@ATTRIBUTE NumberOfClasses NUMERIC
@ATTRIBUTE NumberOfFeatures NUMERIC
@ATTRIBUTE NumberOfInstances NUMERIC
@ATTRIBUTE NumberOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE NumberOfMissingValues NUMERIC
@ATTRIBUTE NumberOfNumericFeatures NUMERIC
@ATTRIBUTE NumberOfSymbolicFeatures NUMERIC
@ATTRIBUTE PercentageOfBinaryFeatures NUMERIC
@ATTRIBUTE PercentageOfInstancesWithMissingValues NUMERIC
@ATTRIBUTE PercentageOfMissingValues NUMERIC
@ATTRIBUTE PercentageOfNumericFeatures NUMERIC
@ATTRIBUTE PercentageOfSymbolicFeatures NUMERIC

@DATA
False,gini,0.9759954224729338,18,2,mean,0.977159,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.9028341085383981,1,11,mean,0.994681,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.09221700887172424,19,9,mean,0.960576,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.37799404132888914,10,7,mean,0.980288,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.5578407623884509,8,16,mean,0.984668,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.6534109025235362,6,7,mean,0.984355,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.22505450483983191,15,19,mean,0.968085,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.3615647630625781,6,3,mean,0.989987,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.46894024869916906,18,12,mean,0.969337,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.4065199163762486,2,3,mean,0.993742,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.26923557825106126,2,13,mean,0.992491,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.2917927742254326,11,6,mean,0.982791,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.45768639932297794,12,5,mean,0.977785,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.2834878624322098,17,2,mean,0.979036,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.5862529044678214,4,18,mean,0.992178,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.8605339129469265,5,18,mean,0.990926,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.2779775066236013,17,18,mean,0.976846,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.20541034460498753,17,20,mean,0.968711,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.4546220755219468,1,20,mean,0.992804,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.20137871104307314,19,13,mean,0.970275,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.08722936878080467,12,15,mean,0.97184,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.5140350598174419,19,2,mean,0.969337,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.3621762123878334,14,18,mean,0.981539,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.4835855323515865,1,7,mean,0.99562,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.7467462231020046,17,19,mean,0.970588,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.7076866218156711,6,3,mean,0.986233,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.6891804137549141,18,4,mean,0.969962,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.6910929218557643,2,20,mean,0.993429,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.3736001241489283,19,6,mean,0.968398,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.3398486639568179,5,14,mean,0.988423,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.6681348047352675,3,10,mean,0.992491,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.572793869868875,9,18,mean,0.984043,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.3258071580648745,13,12,mean,0.972778,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.061528930829939266,11,6,mean,0.967459,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.44514504926353204,17,18,mean,0.979036,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.24267542218433813,17,19,mean,0.973717,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.23058420435507399,18,10,mean,0.968085,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.9716026061735676,5,19,mean,0.990926,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.6914775109473302,18,9,mean,0.969024,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.6504768582137396,9,2,mean,0.982791,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.06696942393282634,10,17,mean,0.969024,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.5966637746018628,17,3,mean,0.971527,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.4750886106344313,1,11,mean,0.996245,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.7239391394374821,8,18,mean,0.982478,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.07256213782223342,2,13,mean,0.986859,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.19897602629707833,16,12,mean,0.968398,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.10010434458144468,11,18,mean,0.970275,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.15186099700854105,12,18,mean,0.96965,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.12929386460885417,17,14,mean,0.967459,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.18781482492387824,13,14,mean,0.969024,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.5532777318076535,17,6,mean,0.969024,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.6816117788074266,13,18,mean,0.974969,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.9521012430312082,5,14,mean,0.989987,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.5410196733597712,13,4,mean,0.982791,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.7071806008078977,20,9,mean,0.97622,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.2638866709525134,17,20,mean,0.968398,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.9267256842537278,3,3,mean,0.992804,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.7263194984280372,19,15,mean,0.968711,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.8391930577999707,8,5,mean,0.983417,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.48023995608541004,2,20,mean,0.990926,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.6603259063996125,19,4,mean,0.968711,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.7447523234243593,14,20,mean,0.980601,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.8421031858766468,4,3,mean,0.990926,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.9139752670059378,2,5,mean,0.994368,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.3659405848526094,3,13,mean,0.993429,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.6336655637875748,19,19,mean,0.976533,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.5528445731504456,4,9,mean,0.992178,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.19638057670013687,18,3,mean,0.968398,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,entropy,0.19207229639360313,12,13,mean,0.970901,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.7256696239328209,8,2,mean,0.981539,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.7849367034311311,2,18,mean,0.992491,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
True,gini,0.9720983636837658,12,13,mean,0.977159,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,entropy,0.8509714170415017,1,10,mean,0.994681,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
False,gini,0.08979086952306481,12,16,mean,0.97184,3,0.011576971214017523,0.522215269086358,1669.0,1527.0,35.0,2.0,37.0,3196.0,0.0,0.0,0.0,37.0,0.9459459459459459,0.0,0.0,0.0,1.0
