accuracy,fold,fixed_param,fixed_value,dataset
0.9964054636951833,0.0,C,69.12382328910758,9986
0.9928109273903667,1.0,C,69.12382328910758,9986
0.99568655643422,2.0,C,69.12382328910758,9986
0.9949676491732566,3.0,C,69.12382328910758,9986
0.9942487419122933,4.0,C,69.12382328910758,9986
0.9892163910855499,5.0,C,69.12382328910758,9986
0.9920920201294033,6.0,C,69.12382328910758,9986
0.9942487419122933,7.0,C,69.12382328910758,9986
0.99568655643422,8.0,C,69.12382328910758,9986
0.9949676491732566,9.0,C,69.12382328910758,9986
0.9964054636951833,0.0,C,1505.0081200902148,9986
0.9920920201294033,1.0,C,1505.0081200902148,9986
0.99568655643422,2.0,C,1505.0081200902148,9986
0.9971243709561467,3.0,C,1505.0081200902148,9986
0.9978432782171099,4.0,C,1505.0081200902148,9986
0.9899352983465133,5.0,C,1505.0081200902148,9986
0.9928109273903667,6.0,C,1505.0081200902148,9986
0.9949676491732566,7.0,C,1505.0081200902148,9986
0.9964054636951833,8.0,C,1505.0081200902148,9986
0.99568655643422,9.0,C,1505.0081200902148,9986
0.9964054636951833,0.0,C,7022.542707532377,9986
0.9935298346513299,1.0,C,7022.542707532377,9986
0.9942487419122933,2.0,C,7022.542707532377,9986
0.9971243709561467,3.0,C,7022.542707532377,9986
0.9964054636951833,4.0,C,7022.542707532377,9986
0.9906542056074766,5.0,C,7022.542707532377,9986
0.9928109273903667,6.0,C,7022.542707532377,9986
0.9949676491732566,7.0,C,7022.542707532377,9986
0.9942487419122933,8.0,C,7022.542707532377,9986
0.9949676491732566,9.0,C,7022.542707532377,9986
0.9784327821711,0.0,C,0.1458161299470146,9986
0.9676491732566499,1.0,C,0.1458161299470146,9986
0.9762760603882099,2.0,C,0.1458161299470146,9986
0.9748382458662832,3.0,C,0.1458161299470146,9986
0.9640546369518332,4.0,C,0.1458161299470146,9986
0.9532710280373832,5.0,C,0.1458161299470146,9986
0.9654924514737598,6.0,C,0.1458161299470146,9986
0.9705248023005032,7.0,C,0.1458161299470146,9986
0.9755571531272466,8.0,C,0.1458161299470146,9986
0.9626168224299065,9.0,C,0.1458161299470146,9986
0.9964054636951833,0.0,C,322.53978877308765,9986
0.9935298346513299,1.0,C,322.53978877308765,9986
0.9949676491732566,2.0,C,322.53978877308765,9986
0.9971243709561467,3.0,C,322.53978877308765,9986
0.9964054636951833,4.0,C,322.53978877308765,9986
0.9920920201294033,5.0,C,322.53978877308765,9986
0.9928109273903667,6.0,C,322.53978877308765,9986
0.99568655643422,7.0,C,322.53978877308765,9986
0.9971243709561467,8.0,C,322.53978877308765,9986
0.99568655643422,9.0,C,322.53978877308765,9986
0.9964054636951833,0.0,C,32768.0,9986
0.9928109273903667,1.0,C,32768.0,9986
0.9942487419122933,2.0,C,32768.0,9986
0.9971243709561467,3.0,C,32768.0,9986
0.9964054636951833,4.0,C,32768.0,9986
0.9906542056074766,5.0,C,32768.0,9986
0.9928109273903667,6.0,C,32768.0,9986
