accuracy,fold,dataset,seed
0.72,6.0,125921,80
0.7,7.0,125921,80
0.6,8.0,125921,80
0.8,9.0,125921,80
0.76,0.0,125921,10
0.78,1.0,125921,10
0.72,2.0,125921,10
0.72,3.0,125921,10
0.86,4.0,125921,10
0.68,5.0,125921,10
0.72,6.0,125921,10
0.7,7.0,125921,10
0.6,8.0,125921,10
0.78,9.0,125921,10
0.72,0.0,125921,100
0.78,1.0,125921,100
0.72,2.0,125921,100
0.74,3.0,125921,100
0.86,4.0,125921,100
0.64,5.0,125921,100
0.72,6.0,125921,100
0.68,7.0,125921,100
0.6,8.0,125921,100
0.78,9.0,125921,100
0.76,0.0,125921,30
0.78,1.0,125921,30
0.72,2.0,125921,30
0.72,3.0,125921,30
0.84,4.0,125921,30
0.68,5.0,125921,30
0.72,6.0,125921,30
0.7,7.0,125921,30
0.6,8.0,125921,30
0.78,9.0,125921,30
0.76,0.0,125921,90
0.78,1.0,125921,90
0.7,2.0,125921,90
0.74,3.0,125921,90
0.84,4.0,125921,90
0.66,5.0,125921,90
0.64,6.0,125921,90
0.68,7.0,125921,90
0.6,8.0,125921,90
0.8,9.0,125921,90
0.74,0.0,125921,70
0.8,1.0,125921,70
0.68,2.0,125921,70
0.74,3.0,125921,70
0.84,4.0,125921,70
0.66,5.0,125921,70
0.66,6.0,125921,70
0.66,7.0,125921,70
0.62,8.0,125921,70
0.78,9.0,125921,70
0.76,0.0,125921,40
0.78,1.0,125921,40
0.7,2.0,125921,40
0.72,3.0,125921,40
0.84,4.0,125921,40
0.64,5.0,125921,40
0.68,6.0,125921,40
0.68,7.0,125921,40
0.6,8.0,125921,40
0.76,9.0,125921,40
0.9972727272727273,0.0,32,50
0.9927272727272727,1.0,32,50
0.9936305732484076,2.0,32,50
0.9954504094631483,3.0,32,50
0.997270245677889,4.0,32,50
0.997270245677889,5.0,32,50
0.9990900818926297,6.0,32,50
0.9981801637852593,7.0,32,50
0.997270245677889,8.0,32,50
0.997270245677889,9.0,32,50
0.9972727272727273,0.0,32,60
0.9927272727272727,1.0,32,60
0.9945404913557779,2.0,32,60
0.9954504094631483,3.0,32,60
0.997270245677889,4.0,32,60
0.9981801637852593,5.0,32,60
0.9990900818926297,6.0,32,60
0.9981801637852593,7.0,32,60
0.9963603275705186,8.0,32,60
0.9945404913557779,9.0,32,60
0.9963636363636363,0.0,32,20
0.9936363636363637,1.0,32,20
0.9945404913557779,2.0,32,20
0.9954504094631483,3.0,32,20
0.997270245677889,4.0,32,20
0.997270245677889,5.0,32,20
0.9981801637852593,6.0,32,20
0.9981801637852593,7.0,32,20
0.9954504094631483,8.0,32,20
0.9954504094631483,9.0,32,20
0.9972727272727273,0.0,32,80
0.9927272727272727,1.0,32,80
0.9936305732484076,2.0,32,80
0.9963603275705186,3.0,32,80
0.997270245677889,4.0,32,80
0.9981801637852593,5.0,32,80
0.9990900818926297,6.0,32,80
0.9981801637852593,7.0,32,80
0.9963603275705186,8.0,32,80
0.9945404913557779,9.0,32,80
0.9963636363636363,0.0,32,10
0.9927272727272727,1.0,32,10
0.9927206551410374,2.0,32,10
0.9954504094631483,3.0,32,10
0.9963603275705186,4.0,32,10
0.9981801637852593,5.0,32,10
0.9981801637852593,6.0,32,10
0.9963603275705186,7.0,32,10
0.9936305732484076,8.0,32,10
0.9936305732484076,9.0,32,10
0.9972727272727273,0.0,32,100
0.9918181818181818,1.0,32,100
0.9936305732484076,2.0,32,100
0.9954504094631483,3.0,32,100
0.9981801637852593,4.0,32,100
0.9963603275705186,5.0,32,100
0.9990900818926297,6.0,32,100
0.9990900818926297,7.0,32,100
0.997270245677889,8.0,32,100
0.997270245677889,9.0,32,100
0.9963636363636363,0.0,32,30
0.9918181818181818,1.0,32,30
0.9954504094631483,2.0,32,30
0.9963603275705186,3.0,32,30
0.997270245677889,4.0,32,30
0.9981801637852593,5.0,32,30
0.9981801637852593,6.0,32,30
0.9963603275705186,7.0,32,30
0.997270245677889,8.0,32,30
0.9963603275705186,9.0,32,30
0.9972727272727273,0.0,32,90
0.9936363636363637,1.0,32,90
0.9954504094631483,2.0,32,90
0.9954504094631483,3.0,32,90
0.997270245677889,4.0,32,90
0.997270245677889,5.0,32,90
0.9990900818926297,6.0,32,90
0.9990900818926297,7.0,32,90
0.9963603275705186,8.0,32,90
0.997270245677889,9.0,32,90
0.9954545454545455,0.0,32,70
0.9936363636363637,1.0,32,70
0.9945404913557779,2.0,32,70
0.9945404913557779,3.0,32,70
0.997270245677889,4.0,32,70
0.9954504094631483,5.0,32,70
0.997270245677889,6.0,32,70
0.9981801637852593,7.0,32,70
0.9963603275705186,8.0,32,70
0.9954504094631483,9.0,32,70
0.9972727272727273,0.0,32,40
0.9927272727272727,1.0,32,40
0.9936305732484076,2.0,32,40
0.9954504094631483,3.0,32,40
0.9981801637852593,4.0,32,40
0.9963603275705186,5.0,32,40
0.9990900818926297,6.0,32,40
0.9981801637852593,7.0,32,40
0.9963603275705186,8.0,32,40
0.9981801637852593,9.0,32,40
0.25,0.0,3560,50
0.1875,1.0,3560,50
0.2375,2.0,3560,50
0.175,3.0,3560,50
0.2375,4.0,3560,50
0.2125,5.0,3560,50
0.1625,6.0,3560,50
0.20253164556962025,7.0,3560,50
0.3037974683544304,8.0,3560,50
0.25316455696202533,9.0,3560,50
0.25,0.0,3560,60
0.1875,1.0,3560,60
0.225,2.0,3560,60
0.15,3.0,3560,60
0.2875,4.0,3560,60
0.175,5.0,3560,60
0.1375,6.0,3560,60
0.17721518987341772,7.0,3560,60
0.189873417721519,8.0,3560,60
0.25316455696202533,9.0,3560,60
0.2125,0.0,3560,20
0.2,1.0,3560,20
0.2125,2.0,3560,20
0.1625,3.0,3560,20
0.2625,4.0,3560,20
0.2125,5.0,3560,20
0.1875,6.0,3560,20
0.12658227848101267,7.0,3560,20
0.26582278481012656,8.0,3560,20
0.24050632911392406,9.0,3560,20
0.25,0.0,3560,80
0.175,1.0,3560,80
0.2125,2.0,3560,80
0.175,3.0,3560,80
0.275,4.0,3560,80
0.225,5.0,3560,80
0.1875,6.0,3560,80
0.189873417721519,7.0,3560,80
0.2911392405063291,8.0,3560,80
0.2911392405063291,9.0,3560,80
0.25,0.0,3560,10
0.1625,1.0,3560,10
0.225,2.0,3560,10
0.1625,3.0,3560,10
0.225,4.0,3560,10
0.2125,5.0,3560,10
0.15,6.0,3560,10
0.189873417721519,7.0,3560,10
0.22784810126582278,8.0,3560,10
0.22784810126582278,9.0,3560,10
0.275,0.0,3560,100
0.2125,1.0,3560,100
0.2125,2.0,3560,100
0.175,3.0,3560,100
0.2625,4.0,3560,100
0.1875,5.0,3560,100
0.1875,6.0,3560,100
0.20253164556962025,7.0,3560,100
0.25316455696202533,8.0,3560,100
0.27848101265822783,9.0,3560,100
0.25,0.0,3560,30
0.2,1.0,3560,30
0.2125,2.0,3560,30
0.15,3.0,3560,30
0.225,4.0,3560,30
0.2125,5.0,3560,30
0.15,6.0,3560,30
0.189873417721519,7.0,3560,30
0.189873417721519,8.0,3560,30
0.22784810126582278,9.0,3560,30
0.25,0.0,3560,90
0.2,1.0,3560,90
0.2375,2.0,3560,90
0.15,3.0,3560,90
0.2,4.0,3560,90
0.175,5.0,3560,90
0.175,6.0,3560,90
0.17721518987341772,7.0,3560,90
0.21518987341772153,8.0,3560,90
0.27848101265822783,9.0,3560,90
0.225,0.0,3560,70
0.2,1.0,3560,70
0.2125,2.0,3560,70
0.15,3.0,3560,70
0.2875,4.0,3560,70
0.2,5.0,3560,70
0.1875,6.0,3560,70
0.17721518987341772,7.0,3560,70
0.20253164556962025,8.0,3560,70
0.27848101265822783,9.0,3560,70
0.275,0.0,3560,40
0.2,1.0,3560,40
0.1875,2.0,3560,40
0.15,3.0,3560,40
0.25,4.0,3560,40
0.225,5.0,3560,40
0.1875,6.0,3560,40
0.1518987341772152,7.0,3560,40
0.25316455696202533,8.0,3560,40
0.24050632911392406,9.0,3560,40
1.0,0.0,3567,50
1.0,1.0,3567,50
1.0,2.0,3567,50
1.0,3.0,3567,50
1.0,4.0,3567,50
1.0,5.0,3567,50
1.0,6.0,3567,50
1.0,7.0,3567,50
1.0,8.0,3567,50
1.0,9.0,3567,50
1.0,0.0,3567,60
1.0,1.0,3567,60
1.0,2.0,3567,60
1.0,3.0,3567,60
1.0,4.0,3567,60
1.0,5.0,3567,60
1.0,6.0,3567,60
1.0,7.0,3567,60
1.0,8.0,3567,60
1.0,9.0,3567,60
1.0,0.0,3567,20
1.0,1.0,3567,20
1.0,2.0,3567,20
1.0,3.0,3567,20
1.0,4.0,3567,20
1.0,5.0,3567,20
1.0,6.0,3567,20
1.0,7.0,3567,20
1.0,8.0,3567,20
1.0,9.0,3567,20
1.0,0.0,3567,80
1.0,1.0,3567,80
1.0,2.0,3567,80
1.0,3.0,3567,80
1.0,4.0,3567,80
1.0,5.0,3567,80
1.0,6.0,3567,80
1.0,7.0,3567,80
1.0,8.0,3567,80
1.0,9.0,3567,80
1.0,0.0,3567,10
1.0,1.0,3567,10
1.0,2.0,3567,10
1.0,3.0,3567,10
1.0,4.0,3567,10
1.0,5.0,3567,10
1.0,6.0,3567,10
1.0,7.0,3567,10
1.0,8.0,3567,10
1.0,9.0,3567,10
1.0,0.0,3567,100
1.0,1.0,3567,100
1.0,2.0,3567,100
1.0,3.0,3567,100
1.0,4.0,3567,100
1.0,5.0,3567,100
1.0,6.0,3567,100
1.0,7.0,3567,100
1.0,8.0,3567,100
1.0,9.0,3567,100
1.0,0.0,3567,30
1.0,1.0,3567,30
1.0,2.0,3567,30
1.0,3.0,3567,30
1.0,4.0,3567,30
1.0,5.0,3567,30
1.0,6.0,3567,30
1.0,7.0,3567,30
1.0,8.0,3567,30
1.0,9.0,3567,30
1.0,0.0,3567,90
1.0,1.0,3567,90
1.0,2.0,3567,90
1.0,3.0,3567,90
1.0,4.0,3567,90
1.0,5.0,3567,90
1.0,6.0,3567,90
1.0,7.0,3567,90
1.0,8.0,3567,90
1.0,9.0,3567,90
1.0,0.0,3567,70
1.0,1.0,3567,70
1.0,2.0,3567,70
1.0,3.0,3567,70
1.0,4.0,3567,70
1.0,5.0,3567,70
1.0,6.0,3567,70
1.0,7.0,3567,70
1.0,8.0,3567,70
1.0,9.0,3567,70
1.0,0.0,3567,40
1.0,1.0,3567,40
1.0,2.0,3567,40
1.0,3.0,3567,40
1.0,4.0,3567,40
1.0,5.0,3567,40
1.0,6.0,3567,40
1.0,7.0,3567,40
1.0,8.0,3567,40
1.0,9.0,3567,40
0.6756756756756757,0.0,2079,50
0.6081081081081081,1.0,2079,50
0.6621621621621622,2.0,2079,50
0.6621621621621622,3.0,2079,50
0.5945945945945946,4.0,2079,50
0.581081081081081,5.0,2079,50
0.6164383561643836,6.0,2079,50
0.6027397260273972,7.0,2079,50
0.6301369863013698,8.0,2079,50
0.6986301369863014,9.0,2079,50
0.7162162162162162,0.0,2079,60
0.7297297297297297,1.0,2079,60
0.6756756756756757,2.0,2079,60
0.6891891891891891,3.0,2079,60
0.6216216216216216,4.0,2079,60
0.6486486486486487,5.0,2079,60
0.6575342465753424,6.0,2079,60
0.6712328767123288,7.0,2079,60
0.6712328767123288,8.0,2079,60
0.684931506849315,9.0,2079,60
0.6756756756756757,0.0,2079,20
0.7297297297297297,1.0,2079,20
0.5945945945945946,2.0,2079,20
0.6486486486486487,3.0,2079,20
0.6081081081081081,4.0,2079,20
0.6081081081081081,5.0,2079,20
0.6027397260273972,6.0,2079,20
0.5753424657534246,7.0,2079,20
0.5753424657534246,8.0,2079,20
0.6712328767123288,9.0,2079,20
0.6756756756756757,0.0,2079,80
0.5945945945945946,1.0,2079,80
0.6486486486486487,2.0,2079,80
0.6351351351351351,3.0,2079,80
0.6081081081081081,4.0,2079,80
0.6351351351351351,5.0,2079,80
0.6027397260273972,6.0,2079,80
0.547945205479452,7.0,2079,80
0.6027397260273972,8.0,2079,80
0.6986301369863014,9.0,2079,80
0.6756756756756757,0.0,2079,10
0.6486486486486487,1.0,2079,10
0.6621621621621622,2.0,2079,10
0.6486486486486487,3.0,2079,10
0.6081081081081081,4.0,2079,10
0.5675675675675675,5.0,2079,10
0.6438356164383562,6.0,2079,10
0.6986301369863014,7.0,2079,10
0.6027397260273972,8.0,2079,10
0.6164383561643836,9.0,2079,10
0.7027027027027027,0.0,2079,100
0.6216216216216216,1.0,2079,100
0.7027027027027027,2.0,2079,100
0.6756756756756757,3.0,2079,100
0.6486486486486487,4.0,2079,100
0.581081081081081,5.0,2079,100
0.6575342465753424,6.0,2079,100
0.6575342465753424,7.0,2079,100
0.6712328767123288,8.0,2079,100
0.6986301369863014,9.0,2079,100
0.7162162162162162,0.0,2079,30
0.7297297297297297,1.0,2079,30
0.6891891891891891,2.0,2079,30
0.6621621621621622,3.0,2079,30
0.581081081081081,4.0,2079,30
0.6486486486486487,5.0,2079,30
0.6438356164383562,6.0,2079,30
0.6575342465753424,7.0,2079,30
0.6575342465753424,8.0,2079,30
0.6575342465753424,9.0,2079,30
0.6351351351351351,0.0,2079,90
0.7297297297297297,1.0,2079,90
0.6621621621621622,2.0,2079,90
0.6756756756756757,3.0,2079,90
0.5945945945945946,4.0,2079,90
0.6891891891891891,5.0,2079,90
0.6575342465753424,6.0,2079,90
0.6301369863013698,7.0,2079,90
0.6164383561643836,8.0,2079,90
0.6575342465753424,9.0,2079,90
0.6756756756756757,0.0,2079,70
0.6891891891891891,1.0,2079,70
0.6486486486486487,2.0,2079,70
0.6756756756756757,3.0,2079,70
0.6081081081081081,4.0,2079,70
0.6081081081081081,5.0,2079,70
0.6301369863013698,6.0,2079,70
0.6164383561643836,7.0,2079,70
0.6986301369863014,8.0,2079,70
0.6575342465753424,9.0,2079,70
0.6486486486486487,0.0,2079,40
0.7297297297297297,1.0,2079,40
0.6351351351351351,2.0,2079,40
0.6621621621621622,3.0,2079,40
0.6216216216216216,4.0,2079,40
0.6486486486486487,5.0,2079,40
0.6438356164383562,6.0,2079,40
0.6575342465753424,7.0,2079,40
0.684931506849315,8.0,2079,40
0.6986301369863014,9.0,2079,40
0.862,0.0,58,50
0.85,1.0,58,50
0.882,2.0,58,50
0.876,3.0,58,50
0.852,4.0,58,50
0.872,5.0,58,50
0.862,6.0,58,50
0.862,7.0,58,50
0.852,8.0,58,50
0.856,9.0,58,50
0.854,0.0,58,60
0.858,1.0,58,60
0.874,2.0,58,60
0.88,3.0,58,60
0.856,4.0,58,60
0.872,5.0,58,60
0.856,6.0,58,60
0.884,7.0,58,60
0.848,8.0,58,60
0.868,9.0,58,60
0.856,0.0,58,20
0.852,1.0,58,20
0.886,2.0,58,20
0.88,3.0,58,20
0.85,4.0,58,20
0.868,5.0,58,20
0.862,6.0,58,20
0.882,7.0,58,20
0.854,8.0,58,20
0.862,9.0,58,20
0.854,0.0,58,80
0.852,1.0,58,80
0.886,2.0,58,80
0.876,3.0,58,80
0.856,4.0,58,80
0.866,5.0,58,80
0.866,6.0,58,80
0.88,7.0,58,80
0.85,8.0,58,80
0.858,9.0,58,80
0.856,0.0,58,10
0.848,1.0,58,10
0.884,2.0,58,10
0.876,3.0,58,10
0.856,4.0,58,10
0.866,5.0,58,10
0.858,6.0,58,10
0.878,7.0,58,10
0.854,8.0,58,10
0.858,9.0,58,10
0.856,0.0,58,100
0.854,1.0,58,100
0.88,2.0,58,100
0.876,3.0,58,100
0.854,4.0,58,100
0.87,5.0,58,100
0.868,6.0,58,100
0.878,7.0,58,100
0.848,8.0,58,100
0.858,9.0,58,100
0.862,0.0,58,30
0.856,1.0,58,30
0.872,2.0,58,30
0.868,3.0,58,30
0.852,4.0,58,30
0.874,5.0,58,30
0.864,6.0,58,30
0.884,7.0,58,30
0.848,8.0,58,30
0.862,9.0,58,30
0.856,0.0,58,90
0.856,1.0,58,90
0.876,2.0,58,90
0.868,3.0,58,90
0.854,4.0,58,90
0.866,5.0,58,90
0.86,6.0,58,90
0.884,7.0,58,90
0.844,8.0,58,90
0.858,9.0,58,90
0.856,0.0,58,70
0.852,1.0,58,70
0.878,2.0,58,70
0.878,3.0,58,70
0.856,4.0,58,70
0.866,5.0,58,70
0.864,6.0,58,70
0.872,7.0,58,70
0.856,8.0,58,70
0.86,9.0,58,70
0.856,0.0,58,40
0.856,1.0,58,40
0.884,2.0,58,40
0.874,3.0,58,40
0.854,4.0,58,40
0.872,5.0,58,40
0.856,6.0,58,40
0.884,7.0,58,40
0.85,8.0,58,40
0.866,9.0,58,40
0.6,0.0,125920,50
0.68,1.0,125920,50
0.66,2.0,125920,50
0.58,3.0,125920,50
0.5,4.0,125920,50
0.58,5.0,125920,50
0.58,6.0,125920,50
0.64,7.0,125920,50
0.6,8.0,125920,50
0.54,9.0,125920,50
0.6,0.0,125920,60
0.62,1.0,125920,60
0.64,2.0,125920,60
0.64,3.0,125920,60
0.56,4.0,125920,60
0.56,5.0,125920,60
0.64,6.0,125920,60
0.6,7.0,125920,60
0.6,8.0,125920,60
0.54,9.0,125920,60
0.6,0.0,125920,20
0.68,1.0,125920,20
0.68,2.0,125920,20
0.64,3.0,125920,20
0.5,4.0,125920,20
0.56,5.0,125920,20
0.58,6.0,125920,20
0.64,7.0,125920,20
0.62,8.0,125920,20
0.5,9.0,125920,20
0.6,0.0,125920,80
0.66,1.0,125920,80
0.66,2.0,125920,80
0.64,3.0,125920,80
0.52,4.0,125920,80
0.56,5.0,125920,80
0.64,6.0,125920,80
0.62,7.0,125920,80
0.58,8.0,125920,80
0.64,9.0,125920,80
0.62,0.0,125920,10
0.64,1.0,125920,10
0.66,2.0,125920,10
0.64,3.0,125920,10
0.54,4.0,125920,10
0.54,5.0,125920,10
0.64,6.0,125920,10
0.62,7.0,125920,10
0.58,8.0,125920,10
0.6,9.0,125920,10
0.6,0.0,125920,100
0.68,1.0,125920,100
0.68,2.0,125920,100
0.66,3.0,125920,100
0.5,4.0,125920,100
0.56,5.0,125920,100
0.6,6.0,125920,100
0.64,7.0,125920,100
0.6,8.0,125920,100
0.54,9.0,125920,100
0.62,0.0,125920,30
0.64,1.0,125920,30
0.64,2.0,125920,30
0.66,3.0,125920,30
0.52,4.0,125920,30
0.56,5.0,125920,30
0.6,6.0,125920,30
0.62,7.0,125920,30
0.6,8.0,125920,30
0.54,9.0,125920,30
0.6,0.0,125920,90
0.68,1.0,125920,90
0.6,2.0,125920,90
0.66,3.0,125920,90
0.56,4.0,125920,90
0.5,5.0,125920,90
0.6,6.0,125920,90
0.6,7.0,125920,90
0.6,8.0,125920,90
0.64,9.0,125920,90
0.6,0.0,125920,70
0.62,1.0,125920,70
0.66,2.0,125920,70
0.6,3.0,125920,70
0.54,4.0,125920,70
0.56,5.0,125920,70
0.6,6.0,125920,70
0.64,7.0,125920,70
0.6,8.0,125920,70
0.54,9.0,125920,70
0.6,0.0,125920,40
0.68,1.0,125920,40
0.54,2.0,125920,40
0.64,3.0,125920,40
0.5,4.0,125920,40
0.52,5.0,125920,40
0.64,6.0,125920,40
0.6,7.0,125920,40
0.58,8.0,125920,40
0.66,9.0,125920,40
0.7352941176470589,0.0,3561,50
0.7941176470588235,1.0,3561,50
0.6865671641791045,2.0,3561,50
0.7014925373134329,3.0,3561,50
0.7313432835820896,4.0,3561,50
0.7014925373134329,5.0,3561,50
0.7761194029850746,6.0,3561,50
0.6268656716417911,7.0,3561,50
0.746268656716418,8.0,3561,50
0.7910447761194029,9.0,3561,50
0.7058823529411765,0.0,3561,60
0.7352941176470589,1.0,3561,60
0.7313432835820896,2.0,3561,60
0.7014925373134329,3.0,3561,60
0.746268656716418,4.0,3561,60
0.7164179104477612,5.0,3561,60
0.746268656716418,6.0,3561,60
0.6268656716417911,7.0,3561,60
0.6865671641791045,8.0,3561,60
0.8059701492537313,9.0,3561,60
0.7352941176470589,0.0,3561,20
0.8088235294117647,1.0,3561,20
0.6716417910447762,2.0,3561,20
0.746268656716418,3.0,3561,20
0.746268656716418,4.0,3561,20
0.7164179104477612,5.0,3561,20
0.6865671641791045,6.0,3561,20
0.6268656716417911,7.0,3561,20
0.746268656716418,8.0,3561,20
0.7910447761194029,9.0,3561,20
0.75,0.0,3561,80
0.8088235294117647,1.0,3561,80
0.7014925373134329,2.0,3561,80
0.746268656716418,3.0,3561,80
0.7313432835820896,4.0,3561,80
0.7611940298507462,5.0,3561,80
0.6865671641791045,6.0,3561,80
0.6567164179104478,7.0,3561,80
0.6865671641791045,8.0,3561,80
0.7910447761194029,9.0,3561,80
0.75,0.0,3561,10
0.7941176470588235,1.0,3561,10
0.6716417910447762,2.0,3561,10
0.7164179104477612,3.0,3561,10
0.7313432835820896,4.0,3561,10
0.7164179104477612,5.0,3561,10
0.6865671641791045,6.0,3561,10
0.6716417910447762,7.0,3561,10
0.7164179104477612,8.0,3561,10
0.7611940298507462,9.0,3561,10
0.7205882352941176,0.0,3561,100
0.8088235294117647,1.0,3561,100
0.6716417910447762,2.0,3561,100
0.7164179104477612,3.0,3561,100
0.7313432835820896,4.0,3561,100
0.6865671641791045,5.0,3561,100
0.6865671641791045,6.0,3561,100
0.6865671641791045,7.0,3561,100
0.7164179104477612,8.0,3561,100
0.7910447761194029,9.0,3561,100
0.7205882352941176,0.0,3561,30
0.8088235294117647,1.0,3561,30
0.6716417910447762,2.0,3561,30
0.746268656716418,3.0,3561,30
0.7313432835820896,4.0,3561,30
0.7313432835820896,5.0,3561,30
0.6567164179104478,6.0,3561,30
0.6716417910447762,7.0,3561,30
0.7164179104477612,8.0,3561,30
0.8059701492537313,9.0,3561,30
0.6911764705882353,0.0,3561,90
0.7941176470588235,1.0,3561,90
0.6865671641791045,2.0,3561,90
0.7014925373134329,3.0,3561,90
0.7313432835820896,4.0,3561,90
0.7164179104477612,5.0,3561,90
0.746268656716418,6.0,3561,90
0.6567164179104478,7.0,3561,90
0.7164179104477612,8.0,3561,90
0.8059701492537313,9.0,3561,90
0.7647058823529411,0.0,3561,70
0.7647058823529411,1.0,3561,70
0.6567164179104478,2.0,3561,70
0.7164179104477612,3.0,3561,70
0.746268656716418,4.0,3561,70
0.6865671641791045,5.0,3561,70
0.7164179104477612,6.0,3561,70
0.6268656716417911,7.0,3561,70
0.7164179104477612,8.0,3561,70
0.7910447761194029,9.0,3561,70
0.7352941176470589,0.0,3561,40
0.7941176470588235,1.0,3561,40
0.6716417910447762,2.0,3561,40
0.7164179104477612,3.0,3561,40
0.7313432835820896,4.0,3561,40
0.6865671641791045,5.0,3561,40
0.6567164179104478,6.0,3561,40
0.6865671641791045,7.0,3561,40
0.746268656716418,8.0,3561,40
0.7611940298507462,9.0,3561,40
0.9944444444444445,0.0,3889,50
0.9965277777777778,1.0,3889,50
0.9909722222222223,2.0,3889,50
0.9951388888888889,3.0,3889,50
0.9965277777777778,4.0,3889,50
0.9965253648366922,5.0,3889,50
0.9937456567060459,6.0,3889,50
0.995135510771369,7.0,3889,50
0.9916608756080612,8.0,3889,50
0.9958304378040306,9.0,3889,50
0.99375,0.0,3889,60
0.9951388888888889,1.0,3889,60
0.9909722222222223,2.0,3889,60
0.9944444444444445,3.0,3889,60
0.9972222222222222,4.0,3889,60
0.9965253648366922,5.0,3889,60
0.9937456567060459,6.0,3889,60
0.9965253648366922,7.0,3889,60
0.9923558026407228,8.0,3889,60
