accuracy,fold,fixed_param,fixed_value,dataset
0.76,0.0,C,69.12382328910758,125921
0.82,1.0,C,69.12382328910758,125921
0.72,2.0,C,69.12382328910758,125921
0.74,3.0,C,69.12382328910758,125921
0.84,4.0,C,69.12382328910758,125921
0.64,5.0,C,69.12382328910758,125921
0.72,6.0,C,69.12382328910758,125921
0.68,7.0,C,69.12382328910758,125921
0.6,8.0,C,69.12382328910758,125921
0.78,9.0,C,69.12382328910758,125921
0.8491299897645854,0.0,C,69.12382328910758,7592
0.8503582395087002,1.0,C,69.12382328910758,7592
0.8531941031941032,2.0,C,69.12382328910758,7592
0.8474610974610974,3.0,C,69.12382328910758,7592
0.8472563472563472,4.0,C,69.12382328910758,7592
0.8462325962325963,5.0,C,69.12382328910758,7592
0.8419328419328419,6.0,C,69.12382328910758,7592
0.852989352989353,7.0,C,69.12382328910758,7592
0.8517608517608518,8.0,C,69.12382328910758,7592
0.8542178542178542,9.0,C,69.12382328910758,7592
0.2375,0.0,C,69.12382328910758,3560
0.2,1.0,C,69.12382328910758,3560
0.1875,2.0,C,69.12382328910758,3560
0.175,3.0,C,69.12382328910758,3560
0.2625,4.0,C,69.12382328910758,3560
0.175,5.0,C,69.12382328910758,3560
0.1875,6.0,C,69.12382328910758,3560
0.21518987341772153,7.0,C,69.12382328910758,3560
0.17721518987341772,8.0,C,69.12382328910758,3560
0.21518987341772153,9.0,C,69.12382328910758,3560
1.0,0.0,C,69.12382328910758,3567
1.0,1.0,C,69.12382328910758,3567
1.0,2.0,C,69.12382328910758,3567
1.0,3.0,C,69.12382328910758,3567
1.0,4.0,C,69.12382328910758,3567
1.0,5.0,C,69.12382328910758,3567
1.0,6.0,C,69.12382328910758,3567
1.0,7.0,C,69.12382328910758,3567
1.0,8.0,C,69.12382328910758,3567
1.0,9.0,C,69.12382328910758,3567
0.28378378378378377,0.0,C,69.12382328910758,2079
0.28378378378378377,1.0,C,69.12382328910758,2079
0.2972972972972973,2.0,C,69.12382328910758,2079
0.2972972972972973,3.0,C,69.12382328910758,2079
0.2972972972972973,4.0,C,69.12382328910758,2079
0.2972972972972973,5.0,C,69.12382328910758,2079
0.2876712328767123,6.0,C,69.12382328910758,2079
0.2876712328767123,7.0,C,69.12382328910758,2079
0.2876712328767123,8.0,C,69.12382328910758,2079
0.2876712328767123,9.0,C,69.12382328910758,2079
0.854,0.0,C,69.12382328910758,58
0.85,1.0,C,69.12382328910758,58
0.882,2.0,C,69.12382328910758,58
